feature_id,semantic_source_feature_id,relevance_scaled,confidence_scaled,agreement,reliability,text_score,condition,llm_runs
F000348,F001661,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000349,F001764,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000350,F001967,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000351,F000410,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000352,F000131,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000353,F000849,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000354,F000891,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000355,F001029,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000356,F000393,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000357,F000355,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000358,F001957,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000359,F000701,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000360,F001468,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000361,F001286,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000362,F000449,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000363,F000356,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000364,F001607,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000365,F000328,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000366,F000456,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000367,F001742,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000368,F000930,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000369,F000404,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000370,F000569,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000371,F001696,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000372,F000482,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000373,F000421,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000374,F001324,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000375,F001148,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000376,F000167,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000377,F001935,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000378,F001258,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000379,F001667,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000380,F000187,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000381,F001789,0.5,1.0,0.5,0.5,0.5,permuted_seed_0019,3
F000382,F001129,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000383,F001165,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000384,F001753,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000385,F000557,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000386,F001191,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000387,F001859,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000388,F000604,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000389,F001166,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000390,F001110,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000391,F001428,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000392,F000159,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000393,F000148,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000394,F001450,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000395,F001146,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000396,F000137,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000397,F000158,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000398,F001508,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000399,F001916,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000400,F001326,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000401,F001929,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000402,F000887,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000403,F001124,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000404,F001989,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000405,F000475,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000406,F001640,0.5,1.0,0.5,0.5,0.5,permuted_seed_0019,3
F000407,F000937,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000408,F000402,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000409,F001600,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000410,F001374,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000411,F001746,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000412,F001488,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000413,F000517,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000414,F000970,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000415,F000971,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000416,F001892,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000417,F001318,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000418,F000601,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000419,F001216,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000420,F000457,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000421,F001847,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000422,F000639,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000423,F001325,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000424,F000616,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000425,F000669,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000426,F000283,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000427,F001415,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000428,F000280,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000429,F000943,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000430,F001418,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000431,F000147,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000432,F001019,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000433,F000825,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000434,F000743,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000435,F001642,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000436,F000403,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000437,F000507,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000438,F000323,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000439,F000513,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000440,F001414,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000441,F001734,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000442,F001309,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000443,F001162,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000444,F000304,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000445,F001959,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000446,F000709,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000447,F001687,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000448,F000613,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000449,F000234,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000450,F001061,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000451,F001707,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000452,F000600,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000453,F001637,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000454,F001752,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000455,F000260,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000456,F001869,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000457,F000472,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000458,F000621,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000459,F000720,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000460,F001586,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000461,F001058,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000462,F001289,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000463,F001358,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000464,F001002,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000465,F000737,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000466,F000138,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000467,F000653,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000468,F001133,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000469,F001322,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000470,F001815,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000471,F000235,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000472,F001945,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000473,F000415,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000474,F001023,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000475,F001796,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000476,F001494,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000477,F000505,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000478,F000773,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000479,F000744,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000480,F000525,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000481,F000232,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000482,F000506,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000483,F001483,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000484,F000889,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000485,F001676,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000486,F001006,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000487,F000828,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000488,F000239,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000489,F000543,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000490,F000902,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000491,F001297,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000492,F000001,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000493,F001316,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000494,F000153,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000495,F000172,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000496,F001817,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000497,F000042,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000498,F001898,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000499,F000154,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000500,F001204,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000501,F000440,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000502,F001714,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000503,F000741,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000504,F000054,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000505,F000375,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000506,F001497,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000507,F000043,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000508,F000594,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000509,F001982,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000510,F001085,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000511,F001533,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000512,F000498,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000513,F000853,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000514,F000682,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000515,F000732,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000516,F000568,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000517,F000092,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000518,F000085,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000519,F000662,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000520,F000906,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000521,F001045,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000522,F000169,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000523,F000550,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000524,F000552,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000525,F001104,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000526,F001408,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000527,F000707,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000528,F001457,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000529,F000166,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000530,F000451,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000531,F000197,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000532,F000778,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000533,F001576,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000534,F000990,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000535,F000028,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000536,F000687,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000537,F000993,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000538,F001305,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000539,F001861,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000540,F000184,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000541,F001733,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000542,F000892,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000543,F000516,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000544,F000298,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000545,F001436,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000546,F000962,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000547,F000717,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000548,F000084,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000549,F000670,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000550,F000509,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000551,F001802,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000552,F001447,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000553,F001631,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000554,F000088,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000555,F000207,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000556,F001218,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000557,F000068,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000558,F001781,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000559,F000936,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000560,F001078,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000561,F000922,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000562,F001182,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000563,F000573,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000564,F000793,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000565,F001902,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000566,F000423,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000567,F001041,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000568,F001365,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000569,F000059,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000570,F001701,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000571,F001803,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000572,F001140,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000573,F001108,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000574,F000939,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000575,F000021,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000576,F000086,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000577,F001275,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000578,F000274,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000579,F001142,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000580,F000064,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000581,F001598,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000582,F001704,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000583,F001664,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000584,F001901,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000585,F000549,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000586,F000533,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000587,F000091,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000588,F000432,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000589,F001680,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000590,F000666,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000591,F001749,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000592,F001545,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000593,F001361,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000594,F001315,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000595,F000582,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000596,F001131,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000597,F000580,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000598,F001116,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000599,F001176,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000600,F001616,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000601,F001968,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000602,F000758,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000603,F001748,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000604,F001832,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000605,F001767,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000606,F001186,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000607,F001018,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000608,F000857,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000609,F000162,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000610,F001569,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000611,F001304,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000612,F000645,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000613,F000354,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000614,F001220,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000615,F000125,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000616,F001703,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000617,F000751,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000618,F001033,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000619,F000377,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000620,F001888,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000621,F001244,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000622,F000807,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000623,F000761,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000624,F000263,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000625,F000098,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000626,F000066,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000627,F001932,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000628,F001867,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000629,F000443,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000630,F001487,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000631,F000212,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000632,F001877,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000633,F000866,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000634,F000830,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000635,F001613,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000636,F001977,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000637,F001865,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000638,F000010,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000639,F000165,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000640,F000253,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000641,F000424,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000642,F001851,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000643,F001807,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000644,F000049,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000645,F000963,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000646,F000183,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000647,F000348,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000648,F001169,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000649,F001223,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000650,F001198,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000651,F001769,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000652,F001284,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000653,F000266,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000654,F001933,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000655,F001020,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000656,F000704,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000657,F001896,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000658,F000957,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000659,F001963,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000660,F000343,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000661,F000774,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000662,F000288,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000663,F000090,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000664,F001456,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000665,F000470,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000666,F000841,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000667,F000079,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000668,F001601,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000669,F001884,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000670,F000964,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000671,F001345,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000672,F001000,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000673,F000351,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000674,F001167,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000675,F001270,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000676,F000034,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000677,F000989,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000678,F001290,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000679,F000667,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000680,F000037,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000681,F000762,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F000682,F001828,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000683,F001429,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000684,F000792,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000685,F001531,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000686,F000193,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000687,F001860,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000688,F000444,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000689,F001918,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F000690,F000900,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000691,F001768,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000692,F001614,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000693,F001652,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000694,F000102,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F000695,F000658,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
