feature_id,relevance_scaled,confidence_scaled,agreement,reliability,text_score,condition,llm_runs
F000498,0.25,1.0,1.0,1.0,0.25,real,3
F000499,0.25,1.0,1.0,1.0,0.25,real,3
F000500,0.5,1.0,1.0,1.0,0.5,real,3
F000501,0.5,1.0,1.0,1.0,0.5,real,3
F000502,0.25,1.0,1.0,1.0,0.25,real,3
F000503,0.25,1.0,1.0,1.0,0.25,real,3
F000504,0.25,1.0,1.0,1.0,0.25,real,3
F000505,0.25,1.0,1.0,1.0,0.25,real,3
F000506,0.25,1.0,1.0,1.0,0.25,real,3
F000507,0.5,1.0,1.0,1.0,0.5,real,3
F000508,0.25,1.0,1.0,1.0,0.25,real,3
F000509,0.25,1.0,1.0,1.0,0.25,real,3
F000510,0.25,1.0,1.0,1.0,0.25,real,3
F000511,0.25,1.0,1.0,1.0,0.25,real,3
F000512,1.0,1.0,1.0,1.0,1.0,real,3
F000513,1.0,1.0,1.0,1.0,1.0,real,3
F000514,0.5,1.0,1.0,1.0,0.5,real,3
F000515,0.25,1.0,1.0,1.0,0.25,real,3
F000516,0.75,1.0,1.0,1.0,0.75,real,3
F000517,0.5,1.0,1.0,1.0,0.5,real,3
F000518,0.75,1.0,1.0,1.0,0.75,real,3
F000519,0.75,1.0,1.0,1.0,0.75,real,3
F000520,0.25,1.0,1.0,1.0,0.25,real,3
F000521,0.25,1.0,1.0,1.0,0.25,real,3
F000522,0.75,1.0,1.0,1.0,0.75,real,3
F000523,0.25,1.0,1.0,1.0,0.25,real,3
F000524,0.5,1.0,1.0,1.0,0.5,real,3
F000525,0.25,1.0,1.0,1.0,0.25,real,3
F000526,0.5,1.0,1.0,1.0,0.5,real,3
F000527,0.25,1.0,1.0,1.0,0.25,real,3
F000528,0.5,1.0,1.0,1.0,0.5,real,3
F000529,0.25,1.0,1.0,1.0,0.25,real,3
F000530,0.25,1.0,1.0,1.0,0.25,real,3
F000531,0.25,1.0,1.0,1.0,0.25,real,3
F000532,0.25,1.0,1.0,1.0,0.25,real,3
F000533,0.25,1.0,1.0,1.0,0.25,real,3
F000534,0.5,1.0,0.5,0.5,0.5,real,3
F000535,0.25,1.0,1.0,1.0,0.25,real,3
F000536,0.5,1.0,1.0,1.0,0.5,real,3
F000537,0.25,1.0,1.0,1.0,0.25,real,3
F000538,0.5,1.0,1.0,1.0,0.5,real,3
F000539,0.5,1.0,1.0,1.0,0.5,real,3
F000540,0.5,1.0,1.0,1.0,0.5,real,3
F000541,0.25,1.0,1.0,1.0,0.25,real,3
F000542,0.25,1.0,1.0,1.0,0.25,real,3
F000543,0.75,1.0,1.0,1.0,0.75,real,3
F000544,0.75,1.0,1.0,1.0,0.75,real,3
F000545,0.5,1.0,1.0,1.0,0.5,real,3
F000546,0.25,1.0,1.0,1.0,0.25,real,3
F000547,0.5,1.0,0.5,0.5,0.5,real,3
F000548,0.25,1.0,1.0,1.0,0.25,real,3
F000549,0.25,1.0,1.0,1.0,0.25,real,3
F000550,0.5,1.0,1.0,1.0,0.5,real,3
F000551,0.5,1.0,1.0,1.0,0.5,real,3
F000552,0.5,1.0,1.0,1.0,0.5,real,3
F000553,0.5,1.0,1.0,1.0,0.5,real,3
F000554,0.25,1.0,1.0,1.0,0.25,real,3
F000555,0.5,1.0,1.0,1.0,0.5,real,3
F000556,0.75,1.0,1.0,1.0,0.75,real,3
F000557,0.75,1.0,1.0,1.0,0.75,real,3
F000558,0.25,1.0,1.0,1.0,0.25,real,3
F000559,0.5,1.0,1.0,1.0,0.5,real,3
F000560,0.5,1.0,1.0,1.0,0.5,real,3
F000561,0.5,1.0,1.0,1.0,0.5,real,3
F000562,0.5,1.0,1.0,1.0,0.5,real,3
F000563,0.25,1.0,1.0,1.0,0.25,real,3
F000564,0.25,1.0,1.0,1.0,0.25,real,3
F000565,0.25,1.0,1.0,1.0,0.25,real,3
F000566,0.5,1.0,1.0,1.0,0.5,real,3
F000567,0.75,1.0,1.0,1.0,0.75,real,3
F000568,0.25,1.0,1.0,1.0,0.25,real,3
F000569,0.5,1.0,1.0,1.0,0.5,real,3
F000570,0.5,1.0,1.0,1.0,0.5,real,3
F000571,0.25,1.0,1.0,1.0,0.25,real,3
F000572,0.5,1.0,1.0,1.0,0.5,real,3
F000573,0.75,1.0,1.0,1.0,0.75,real,3
F000574,0.25,1.0,1.0,1.0,0.25,real,3
F000575,0.25,1.0,1.0,1.0,0.25,real,3
F000576,0.75,1.0,1.0,1.0,0.75,real,3
F000577,0.25,1.0,1.0,1.0,0.25,real,3
F000578,0.5,1.0,1.0,1.0,0.5,real,3
F000579,0.5,1.0,1.0,1.0,0.5,real,3
F000580,0.25,1.0,1.0,1.0,0.25,real,3
F000581,0.5,1.0,1.0,1.0,0.5,real,3
F000582,0.25,1.0,1.0,1.0,0.25,real,3
F000583,1.0,1.0,1.0,1.0,1.0,real,3
F000584,0.25,1.0,1.0,1.0,0.25,real,3
F000585,0.5,1.0,1.0,1.0,0.5,real,3
F000586,0.25,1.0,1.0,1.0,0.25,real,3
F000587,0.25,1.0,1.0,1.0,0.25,real,3
F000588,0.75,1.0,1.0,1.0,0.75,real,3
F000589,0.25,1.0,1.0,1.0,0.25,real,3
F000590,0.5,1.0,1.0,1.0,0.5,real,3
F000591,0.25,1.0,1.0,1.0,0.25,real,3
F000592,0.5,1.0,1.0,1.0,0.5,real,3
F000593,0.25,1.0,1.0,1.0,0.25,real,3
F000594,0.25,1.0,1.0,1.0,0.25,real,3
F000595,0.25,1.0,1.0,1.0,0.25,real,3
F000596,0.5,1.0,1.0,1.0,0.5,real,3
F000597,0.25,1.0,1.0,1.0,0.25,real,3
F000598,0.5,1.0,1.0,1.0,0.5,real,3
F000599,0.5,1.0,1.0,1.0,0.5,real,3
F000600,0.5,1.0,1.0,1.0,0.5,real,3
F000601,0.25,1.0,1.0,1.0,0.25,real,3
F000602,0.5,1.0,1.0,1.0,0.5,real,3
F000603,0.25,1.0,1.0,1.0,0.25,real,3
F000604,0.75,1.0,1.0,1.0,0.75,real,3
F000605,0.25,1.0,1.0,1.0,0.25,real,3
F000606,0.25,1.0,1.0,1.0,0.25,real,3
F000607,0.25,1.0,1.0,1.0,0.25,real,3
F000608,0.25,1.0,1.0,1.0,0.25,real,3
F000609,0.25,1.0,1.0,1.0,0.25,real,3
F000610,0.25,1.0,1.0,1.0,0.25,real,3
F000611,0.25,1.0,1.0,1.0,0.25,real,3
F000612,0.75,1.0,1.0,1.0,0.75,real,3
F000613,0.25,1.0,1.0,1.0,0.25,real,3
F000614,0.5,1.0,1.0,1.0,0.5,real,3
F000615,0.25,1.0,1.0,1.0,0.25,real,3
F000616,0.25,1.0,1.0,1.0,0.25,real,3
F000617,0.25,1.0,1.0,1.0,0.25,real,3
F000618,0.25,1.0,1.0,1.0,0.25,real,3
F000619,0.25,1.0,1.0,1.0,0.25,real,3
F000620,0.5,1.0,1.0,1.0,0.5,real,3
F000621,0.25,1.0,1.0,1.0,0.25,real,3
F000622,0.25,1.0,1.0,1.0,0.25,real,3
F000623,0.5,1.0,1.0,1.0,0.5,real,3
F000624,0.25,1.0,1.0,1.0,0.25,real,3
F000625,0.25,1.0,1.0,1.0,0.25,real,3
F000626,0.5,1.0,1.0,1.0,0.5,real,3
F000627,0.25,1.0,1.0,1.0,0.25,real,3
F000628,0.25,1.0,1.0,1.0,0.25,real,3
F000629,0.75,1.0,1.0,1.0,0.75,real,3
F000630,0.25,1.0,1.0,1.0,0.25,real,3
F000631,0.25,1.0,1.0,1.0,0.25,real,3
F000632,0.25,1.0,1.0,1.0,0.25,real,3
F000633,0.25,1.0,1.0,1.0,0.25,real,3
F000634,0.25,1.0,1.0,1.0,0.25,real,3
F000635,0.25,1.0,1.0,1.0,0.25,real,3
F000636,0.25,1.0,1.0,1.0,0.25,real,3
F000637,0.25,1.0,1.0,1.0,0.25,real,3
F000638,0.5,1.0,1.0,1.0,0.5,real,3
F000639,0.25,1.0,1.0,1.0,0.25,real,3
F000640,0.25,1.0,1.0,1.0,0.25,real,3
F000641,0.25,1.0,1.0,1.0,0.25,real,3
F000642,0.25,1.0,1.0,1.0,0.25,real,3
F000643,0.25,1.0,1.0,1.0,0.25,real,3
F000644,0.25,1.0,1.0,1.0,0.25,real,3
F000645,0.25,1.0,1.0,1.0,0.25,real,3
F000646,0.75,1.0,1.0,1.0,0.75,real,3
F000647,0.5,1.0,1.0,1.0,0.5,real,3
F000648,0.75,1.0,1.0,1.0,0.75,real,3
F000649,0.25,1.0,1.0,1.0,0.25,real,3
F000650,0.25,1.0,1.0,1.0,0.25,real,3
F000651,0.25,1.0,1.0,1.0,0.25,real,3
F000652,0.25,1.0,1.0,1.0,0.25,real,3
F000653,0.75,1.0,1.0,1.0,0.75,real,3
F000654,0.25,1.0,1.0,1.0,0.25,real,3
F000655,0.25,1.0,1.0,1.0,0.25,real,3
F000656,0.25,1.0,1.0,1.0,0.25,real,3
F000657,0.25,1.0,1.0,1.0,0.25,real,3
F000658,0.5,1.0,1.0,1.0,0.5,real,3
F000659,0.75,1.0,1.0,1.0,0.75,real,3
F000660,0.5,1.0,1.0,1.0,0.5,real,3
F000661,0.25,1.0,1.0,1.0,0.25,real,3
F000662,0.25,1.0,1.0,1.0,0.25,real,3
F000663,0.25,1.0,1.0,1.0,0.25,real,3
F000664,0.25,1.0,1.0,1.0,0.25,real,3
F000665,0.5,1.0,1.0,1.0,0.5,real,3
F000666,0.25,1.0,1.0,1.0,0.25,real,3
F000667,0.5,1.0,1.0,1.0,0.5,real,3
F000668,0.25,1.0,1.0,1.0,0.25,real,3
F000669,0.25,1.0,1.0,1.0,0.25,real,3
F000670,0.25,1.0,1.0,1.0,0.25,real,3
F000671,0.25,1.0,1.0,1.0,0.25,real,3
F000672,0.25,1.0,1.0,1.0,0.25,real,3
F000673,0.25,1.0,1.0,1.0,0.25,real,3
F000674,0.25,1.0,1.0,1.0,0.25,real,3
F000675,0.25,1.0,1.0,1.0,0.25,real,3
F000676,0.25,1.0,1.0,1.0,0.25,real,3
F000677,0.25,1.0,1.0,1.0,0.25,real,3
F000678,0.75,1.0,1.0,1.0,0.75,real,3
F000679,0.25,1.0,1.0,1.0,0.25,real,3
F000680,0.75,1.0,1.0,1.0,0.75,real,3
F000681,0.25,1.0,1.0,1.0,0.25,real,3
F000682,0.5,1.0,1.0,1.0,0.5,real,3
F000683,0.25,1.0,1.0,1.0,0.25,real,3
F000684,0.25,1.0,1.0,1.0,0.25,real,3
